id,lat,lng,brightness,frp,confidence,timestamp,satellite,classification
firms-2026-09-09-1915-40303,25.45849,-99.89648,339.53,4.68,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40304,25.67156,-99.46024,330.78,1.71,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40305,25.57547,-99.93687,367,30.05,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40306,25.57467,-99.94044,332.51,14.55,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40307,26.07114,-99.44988,331.92,2.4,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40308,26.77143,-97.67435,335.73,8.37,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40309,26.76962,-97.67595,336.05,6.13,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40310,26.58488,-99.0143,335.51,8.04,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40311,26.58386,-99.01102,340.13,6.89,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40312,30.58325,-81.88598,327.78,4.64,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40313,30.58322,-81.88647,327.57,4.16,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40314,27.72631,-101.29518,331.44,1.8,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40315,27.72766,-101.29844,334.03,2.15,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40316,29.57504,-92.48391,352.03,13.92,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40317,29.57437,-92.48796,354.86,13.92,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40318,29.57836,-92.48463,353.9,32.39,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40319,29.5777,-92.48868,350.04,32.39,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40320,29.57704,-92.49274,330.95,10.43,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40321,30.81466,-84.55101,338.81,4.83,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40322,30.9492,-83.45579,344.85,8.95,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40323,30.20174,-90.99515,332.82,2.27,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40324,30.96556,-85.04104,330.17,4.79,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40325,31.28251,-84.78912,340.68,4.95,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40326,31.28675,-84.78973,332.01,4.95,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40327,31.28629,-84.79431,341.77,10.13,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40328,31.22469,-85.96171,348.04,24.7,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40329,31.22864,-85.9623,334.58,24.7,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40330,31.08541,-87.54752,342.21,39.81,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40331,30.58259,-91.24182,334.56,2.37,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40332,31.48202,-83.96555,331.14,4.07,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40333,31.23092,-86.47232,333.5,4.24,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40334,30.49938,-92.05766,341.56,6.38,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40335,30.62916,-91.24724,336.52,5.14,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40336,31.1501,-87.98621,341.93,10.45,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40337,30.72644,-91.30026,346.46,5.78,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40338,30.9925,-89.57417,331.76,2.43,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40339,31.3711,-88.31745,332.74,4.82,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40340,31.37049,-88.3221,343.6,4.82,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40341,31.3699,-88.32672,353.14,19.71,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40342,31.3693,-88.33134,344.83,19.71,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40343,31.3687,-88.33597,341.31,13.52,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40344,31.37342,-88.32733,367,19.71,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40345,31.37462,-88.31806,336.14,4.82,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40346,31.37402,-88.3227,342.49,4.82,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40347,31.37282,-88.33196,352.45,19.71,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40348,31.37222,-88.33659,334.47,13.52,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40349,31.86998,-84.05972,345.48,13.48,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40350,31.86948,-84.0649,333.06,7.45,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40351,31.86835,-84.06161,348.58,14.95,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40352,31.51775,-87.50794,348.4,28.88,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40353,31.52142,-87.50848,343.95,16.73,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40354,31.52081,-87.5135,335.95,25.77,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1915-40355,31.3791,-90.19364,338.04,7.77,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40356,31.53805,-89.32159,334.11,2.6,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40357,31.26815,-91.33959,331.54,3.08,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40358,31.10732,-92.70408,333.18,3.1,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40359,31.1113,-92.70074,334.75,4.06,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40360,31.34067,-91.2882,331.5,3.13,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40361,30.74609,-95.31967,330.44,2.16,50,2026-09-09T19:15:00Z,N20,Routine Flare
firms-2026-09-09-1915-40362,31.96344,-87.31965,337.5,34.37,50,2026-09-09T19:15:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40363,32.07901,-86.71756,338.16,28.55,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40364,32.07837,-86.72314,351.22,28.55,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40365,32.08284,-86.71817,343.51,20.61,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40366,32.0822,-86.72375,349.84,20.61,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40367,31.14188,-93.97937,333.03,8.47,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40368,32.19771,-87.15022,338.56,7.15,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40369,32.19872,-87.14693,334.21,5.89,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40370,30.98562,-95.27455,338.26,95.39,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40371,30.99458,-95.28693,332.15,13.91,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40372,30.99367,-95.29179,348.56,26.37,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40373,30.99277,-95.29665,339.87,26.37,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40374,30.2178,-99.4836,331.94,7.45,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40375,30.22113,-99.49048,336.5,5.8,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40376,30.2161,-99.48676,330.34,5.18,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40377,30.22063,-99.48813,336.48,5.18,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40378,31.2538,-94.46532,335.32,3.79,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40379,31.92181,-90.99388,333.03,2.2,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40380,31.86156,-91.39748,346.96,10.26,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40381,31.86096,-91.4015,336.63,3.62,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40382,31.23848,-96.10859,331.74,5.81,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40383,33.20607,-81.78284,337.01,2.37,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40384,32.31403,-90.13359,337.6,3.94,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40385,33.21743,-81.84029,344.63,5,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40386,31.76598,-94.06463,342.29,4.51,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40387,31.78449,-94.06,335.04,3.7,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40388,32.83495,-86.7231,347.06,12.54,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40389,32.83946,-86.71797,332.73,12.54,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40390,32.83882,-86.72371,348.75,12.54,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40391,32.84269,-86.72426,350.5,26.12,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40392,32.40007,-90.3649,336.83,7.1,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40393,32.40341,-90.36555,346.71,7.1,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40394,32.49133,-89.89627,337.82,3.72,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40395,33.39034,-81.41913,332.08,1.86,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40396,32.5229,-90.14252,334.04,1.69,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40397,32.52231,-90.14675,330.77,3.99,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40398,32.79937,-88.3624,334.9,4.1,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40399,32.79806,-88.36021,330.87,3.41,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40400,32.38511,-91.42079,343.68,5.92,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40401,33.0061,-86.97414,344.38,8.25,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40402,33.04574,-86.65405,333.19,10.19,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40403,33.00992,-86.97478,338.26,8.25,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40404,33.04964,-86.65465,348.64,48.46,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40405,33.04898,-86.66053,345.05,36.5,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40406,33.05353,-86.65522,356.14,48.46,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40407,33.05288,-86.6611,342.56,36.5,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40408,33.05223,-86.66696,330.68,36.5,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40409,33.05678,-86.66168,342.73,5.52,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40410,32.27852,-92.56905,333.05,1.74,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40411,32.95242,-88.33986,333.53,6.26,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40412,33.68595,-82.56766,356.49,13.18,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40413,33.69093,-82.56824,341.65,13.18,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40414,32.95521,-90.60831,347.26,8.79,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40415,32.89591,-91.57198,339.79,4.08,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40416,32.8953,-91.57605,339.12,4.08,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40417,32.40842,-94.70976,335.58,3.09,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40418,32.55056,-93.93725,337.26,3.41,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40419,32.92833,-91.60737,335.94,2.75,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40420,32.93162,-91.60807,349.17,11.82,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40421,32.93551,-91.60469,336.84,11.82,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40422,32.9349,-91.60876,345.24,11.82,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40423,32.9388,-91.60538,337.48,3.55,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40424,32.93818,-91.60945,343.38,3.55,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40425,33.43821,-88.56879,338.41,5.51,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40426,33.44058,-88.57912,338.11,5.29,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40427,33.84328,-86.14648,330.2,2.35,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40428,33.457,-90.24577,338.64,1.92,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40429,33.45641,-90.25008,348.44,26.66,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40430,33.45978,-90.25073,350.64,52.45,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40431,32.24462,-97.54957,335.58,3.56,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40432,33.35866,-91.48064,367,60.98,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40433,33.35927,-91.47652,338.08,39.04,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40434,33.36195,-91.48133,367,60.98,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40435,33.36707,-91.46969,340.75,5.74,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40436,33.36646,-91.4738,342.73,25.68,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40437,33.36585,-91.47791,349.65,25.68,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40438,33.65255,-90.37551,342.6,6.52,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40439,33.65196,-90.37981,348.55,6.52,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40440,33.65651,-90.37187,349.43,14.32,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40441,33.65591,-90.37617,353.77,6.52,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40442,33.65532,-90.38047,354.61,6.52,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40443,33.66106,-90.36394,352.75,10.62,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40444,33.66046,-90.36824,337.54,14.6,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40445,33.65987,-90.37254,355.11,14.6,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40446,34.50645,-82.32093,341.15,2.1,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40447,34.5724,-81.59171,339.87,5.27,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40448,33.34503,-92.63559,333.52,5.55,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40449,33.61856,-91.21397,342.45,4.82,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40450,34.73752,-80.2232,351.63,16.2,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40451,34.73726,-80.22809,355.39,29.24,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40452,34.737,-80.23302,346.93,29.24,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40453,34.35218,-86.12621,332.29,5.01,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40454,33.84909,-90.86395,330.61,3.15,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40455,33.85423,-90.85194,333.2,3.49,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40456,33.85242,-90.86462,342.96,3.15,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40457,31.70169,-102.19154,338.77,0.94,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40458,33.76624,-91.57307,356.53,16.33,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40459,33.76953,-91.57378,345.35,16.33,50,2026-09-09T19:17:00Z,N20,Industrial Fire
firms-2026-09-09-1917-40460,31.70268,-102.19099,337.76,1.22,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40461,31.56305,-103.16647,336.8,3.49,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40462,33.16493,-95.93075,335.13,3.69,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40463,33.91756,-91.44607,352.93,6.37,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40464,33.91904,-91.45923,333.49,3.77,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40465,34.28344,-88.77707,332.32,2.53,50,2026-09-09T19:17:00Z,N20,Routine Flare
firms-2026-09-09-1917-40466,33.92112,-91.46824,335.44,2.37,50,2026-09-09T19:17:00Z,N20,Routine Flare
